,NCBI Taxon ID,CE_clathrin,CE_receptor,CE_glycoproteins,other
0,3052419,0.0,1.0,0.0,0.0
1,38170,1.0,0.0,0.0,0.0
2,3052449,0.0,1.0,0.0,0.0
3,2843617,0.0,0.0,1.0,0.0
4,2843618,0.0,0.0,1.0,0.0
5,3052438,0.0,1.0,0.0,0.0
6,2956058,0.0,1.0,0.0,0.0
7,3060464,0.0,1.0,0.0,0.0
8,2748241,0.0,1.0,0.0,0.0
9,3052372,0.0,1.0,0.0,0.0
10,3060467,0.0,1.0,0.0,0.0
11,3052593,0.0,0.0,1.0,0.0
12,1940570,1.0,0.0,0.0,0.0
13,1530251,0.0,1.0,0.0,0.0
14,2734536,0.0,1.0,0.0,0.0
15,2734537,0.0,1.0,0.0,0.0
16,1983771,0.0,1.0,0.0,0.0
17,1932006,0.0,0.0,0.0,0.0
18,889389,0.0,1.0,0.0,0.0
19,2844787,0.0,1.0,0.0,0.0
20,2734577,0.0,0.0,1.0,0.0
21,3050286,0.0,0.0,1.0,0.0
22,3050288,0.0,0.0,1.0,0.0
23,3052106,1.0,0.0,0.0,0.0
24,2734535,0.0,1.0,0.0,0.0
25,3052108,1.0,0.0,0.0,0.0
26,2734519,0.0,1.0,0.0,0.0
27,2094282,0.0,0.0,1.0,0.0
28,3052107,1.0,0.0,0.0,0.0
29,1399967,1.0,0.0,0.0,0.0
30,2575832,0.0,1.0,0.0,0.0
31,2844807,0.0,1.0,0.0,0.0
32,2845977,0.0,0.0,1.0,0.0
33,2613793,0.0,0.0,1.0,0.0
34,2845976,0.0,0.0,1.0,0.0
35,2845026,0.0,0.0,1.0,0.0
36,3052109,1.0,0.0,0.0,0.0
37,3052110,1.0,0.0,0.0,0.0
38,3052112,1.0,0.0,0.0,0.0
39,2845875,0.0,0.0,0.0,0.0
40,2844632,0.0,1.0,0.0,0.0
41,2844630,0.0,1.0,0.0,0.0
42,2844572,0.0,1.0,0.0,0.0
43,2844628,0.0,1.0,0.0,0.0
44,2844570,0.0,1.0,0.0,0.0
45,2844631,0.0,1.0,0.0,0.0
46,2844571,0.0,1.0,0.0,0.0
47,2845885,0.0,0.0,0.0,0.0
48,2845887,0.0,0.0,0.0,0.0
49,2845889,0.0,0.0,0.0,0.0
50,2845890,0.0,0.0,0.0,0.0
51,2845886,0.0,0.0,0.0,0.0
52,2845888,0.0,0.0,0.0,0.0
53,2202565,0.0,1.0,0.0,0.0
54,2715094,0.0,0.0,0.0,0.0
55,1678143,1.0,0.0,0.0,0.0
56,2956231,0.0,0.0,1.0,0.0
57,2955388,,,,
58,2956213,0.0,1.0,0.0,0.0
59,2956485,0.0,0.0,1.0,0.0
60,2956483,0.0,0.0,1.0,0.0
61,2956478,0.0,0.0,1.0,0.0
62,2956482,0.0,0.0,1.0,0.0
63,2604840,0.0,0.0,1.0,0.0
64,2137544,1.0,0.0,0.0,0.0
65,3060048,0.0,0.0,1.0,0.0
66,2604334,1.0,0.0,0.0,0.0
67,1511894,1.0,0.0,0.0,0.0
68,3059860,1.0,0.0,0.0,0.0
69,3059857,1.0,0.0,0.0,0.0
70,3059858,1.0,0.0,0.0,0.0
71,3059859,1.0,0.0,0.0,0.0
72,3059872,1.0,0.0,0.0,0.0
73,3059861,1.0,0.0,0.0,0.0
74,3059862,1.0,0.0,0.0,0.0
75,1955137,0.0,0.0,1.0,0.0
76,3059946,1.0,0.0,0.0,0.0
77,3059936,1.0,0.0,0.0,0.0
78,3059940,1.0,0.0,0.0,0.0
79,3059942,1.0,0.0,0.0,0.0
80,3059938,1.0,0.0,0.0,0.0
81,3059916,1.0,0.0,0.0,0.0
82,3059924,1.0,0.0,0.0,0.0
83,2873951,0.0,1.0,0.0,0.0
84,2873952,0.0,1.0,0.0,0.0
85,2956303,,,,
86,2560644,0.0,1.0,0.0,0.0
87,3052810,0.0,1.0,0.0,0.0
88,2734404,0.0,0.0,1.0,0.0
89,3048261,1.0,0.0,0.0,0.0
90,2956349,0.0,0.0,1.0,0.0
91,694014,0.0,0.0,1.0,0.0
92,2569586,0.0,0.0,1.0,0.0
93,400570,0.0,0.0,1.0,0.0
94,1146876,0.0,0.0,1.0,0.0
95,2560612,0.0,1.0,0.0,0.0
96,3052400,0.0,1.0,0.0,0.0
97,3052421,0.0,1.0,0.0,0.0
98,2109374,,,,
99,2109373,,,,
100,1930304,0.0,1.0,0.0,0.0
101,1634476,0.0,1.0,0.0,0.0
102,2094713,0.0,0.0,1.0,0.0
103,3051984,1.0,0.0,0.0,0.0
104,3047745,1.0,0.0,0.0,0.0
105,272636,1.0,0.0,0.0,0.0
106,2734539,0.0,1.0,0.0,0.0
107,2844806,0.0,1.0,0.0,0.0
108,3052539,0.0,0.0,1.0,0.0
109,3051369,0.0,0.0,1.0,0.0
110,2099352,0.0,1.0,0.0,0.0
111,2364132,0.0,1.0,0.0,0.0
112,574549,0.0,0.0,1.0,0.0
113,1548721,0.0,0.0,1.0,0.0
114,1972581,0.0,0.0,1.0,0.0
115,1511772,0.0,1.0,0.0,0.0
116,1755590,0.0,1.0,0.0,0.0
117,190065,0.0,0.0,1.0,0.0
118,3047744,1.0,0.0,0.0,0.0
119,2170005,0.0,1.0,0.0,0.0
120,2170008,0.0,1.0,0.0,0.0
121,3051366,0.0,0.0,1.0,0.0
122,3051378,0.0,0.0,1.0,0.0
123,3051379,0.0,0.0,1.0,0.0
124,3051380,0.0,0.0,1.0,0.0
125,3051381,0.0,0.0,1.0,0.0
126,2169709,0.0,0.0,1.0,0.0
127,2955939,0.0,1.0,0.0,0.0
128,2169904,0.0,1.0,0.0,0.0
129,2844965,0.0,0.0,0.0,0.0
130,2844966,0.0,0.0,0.0,0.0
131,3052448,0.0,1.0,0.0,0.0
132,1548713,0.0,0.0,1.0,0.0
133,1884878,0.0,0.0,1.0,0.0
134,3051372,0.0,0.0,1.0,0.0
135,3051374,0.0,0.0,1.0,0.0
136,3051375,0.0,0.0,1.0,0.0
137,3051368,0.0,0.0,1.0,0.0
138,2170006,0.0,1.0,0.0,0.0
139,2059380,0.0,0.0,1.0,0.0
140,1964370,0.0,1.0,0.0,0.0
141,2006642,0.0,1.0,0.0,0.0
142,2018685,0.0,0.0,1.0,0.0
143,3051367,0.0,0.0,1.0,0.0
144,3047812,1.0,0.0,0.0,0.0
145,2170007,0.0,1.0,0.0,0.0
146,1972618,0.0,1.0,0.0,0.0
147,1349999,0.0,1.0,0.0,0.0
148,3050267,0.0,0.0,1.0,0.0
149,2170004,0.0,1.0,0.0,0.0
150,1923351,,,,
151,1938656,,,,
152,3048326,0.0,0.0,1.0,0.0
153,1923350,,,,
154,2560343,0.0,1.0,0.0,0.0
155,2844629,0.0,1.0,0.0,0.0
156,1930302,,,,
157,2169708,0.0,0.0,1.0,0.0
158,1548720,0.0,0.0,1.0,0.0
159,1548722,0.0,0.0,1.0,0.0
160,3051377,0.0,0.0,1.0,0.0
161,2005055,0.0,0.0,1.0,0.0
162,1843768,,,,
163,1843769,,,,
164,1843770,,,,
165,2844550,0.0,1.0,0.0,0.0
166,2844603,0.0,1.0,0.0,0.0
167,2844428,0.0,1.0,0.0,0.0
168,2844427,0.0,1.0,0.0,0.0
169,1766557,0.0,1.0,0.0,0.0
170,1766559,0.0,1.0,0.0,0.0
171,1755588,0.0,1.0,0.0,0.0
172,336486,0.0,0.0,1.0,0.0
173,2844429,0.0,1.0,0.0,0.0
174,2844799,0.0,1.0,0.0,0.0
175,1671382,0.0,1.0,0.0,0.0
176,3048458,1.0,0.0,0.0,0.0
177,2003391,0.0,1.0,0.0,0.0
178,3052463,1.0,0.0,0.0,0.0
179,1891750,0.0,1.0,0.0,0.0
180,2003673,0.0,0.0,1.0,0.0
181,2956351,0.0,0.0,1.0,0.0
182,2844644,0.0,1.0,0.0,0.0
183,2844555,0.0,1.0,0.0,0.0
184,2844561,0.0,1.0,0.0,0.0
185,2844562,0.0,1.0,0.0,0.0
186,2844476,0.0,1.0,0.0,0.0
187,2844445,0.0,1.0,0.0,0.0
188,2844446,0.0,1.0,0.0,0.0
189,2844447,0.0,1.0,0.0,0.0
190,2170052,0.0,1.0,0.0,0.0
191,3051383,0.0,0.0,1.0,0.0
192,2734408,0.0,0.0,1.0,0.0
193,3051365,0.0,0.0,1.0,0.0
194,3051373,0.0,0.0,1.0,0.0
195,2560309,0.0,0.0,1.0,0.0
196,3051371,0.0,0.0,1.0,0.0
197,3051376,0.0,0.0,1.0,0.0
198,3052594,0.0,0.0,1.0,0.0
199,1027468,0.0,0.0,1.0,0.0
200,3048350,1.0,0.0,0.0,0.0
201,1534544,0.0,1.0,0.0,0.0
202,1985982,0.0,1.0,0.0,0.0
203,1985983,0.0,1.0,0.0,0.0
204,1534547,0.0,1.0,0.0,0.0
205,1511776,0.0,1.0,0.0,0.0
206,1534553,0.0,0.0,1.0,0.0
207,40060,1.0,0.0,0.0,0.0
208,1548417,0.0,0.0,1.0,0.0
209,648998,0.0,0.0,1.0,0.0
210,10264,0.0,0.0,1.0,0.0
211,1922208,0.0,1.0,0.0,0.0
212,1493858,0.0,1.0,0.0,0.0
213,2169685,0.0,1.0,0.0,0.0
214,1481452,1.0,0.0,0.0,0.0
215,1921778,0.0,1.0,0.0,0.0
216,1282443,,,,
217,1282444,,,,
218,2845936,0.0,0.0,0.0,0.0
219,1330070,0.0,1.0,0.0,0.0
220,1891749,0.0,1.0,0.0,0.0
221,1962301,0.0,0.0,1.0,0.0
222,1962302,0.0,0.0,1.0,0.0
223,183405,0.0,0.0,1.0,0.0
224,183407,0.0,0.0,1.0,0.0
225,190062,0.0,0.0,1.0,0.0
226,1891752,0.0,1.0,0.0,0.0
227,1193420,0.0,0.0,1.0,0.0
228,1159907,0.0,0.0,1.0,0.0
229,1159906,0.0,0.0,1.0,0.0
230,1159903,0.0,0.0,1.0,0.0
231,1159904,0.0,0.0,1.0,0.0
232,1159908,0.0,0.0,1.0,0.0
233,1159902,0.0,0.0,1.0,0.0
234,1128118,0.0,0.0,1.0,0.0
235,886980,0.0,0.0,1.0,0.0
236,1089138,0.0,1.0,0.0,0.0
237,3048360,1.0,0.0,0.0,0.0
238,928289,0.0,1.0,0.0,0.0
239,691961,0.0,0.0,1.0,0.0
240,2844800,0.0,1.0,0.0,0.0
241,190063,0.0,0.0,1.0,0.0
242,11864,0.0,1.0,0.0,0.0
243,1146875,0.0,0.0,1.0,0.0
244,335100,0.0,0.0,1.0,0.0
245,1511803,0.0,1.0,0.0,0.0
246,1511781,0.0,1.0,0.0,0.0
247,3049524,0.0,0.0,1.0,0.0
248,11024,1.0,0.0,0.0,0.0
249,905828,0.0,1.0,0.0,0.0
250,572290,0.0,0.0,1.0,0.0
251,1297661,0.0,0.0,1.0,0.0
252,3047861,1.0,0.0,0.0,0.0
253,3047835,1.0,0.0,0.0,0.0
254,3048293,1.0,0.0,0.0,0.0
255,3048341,1.0,0.0,0.0,0.0
256,1891748,0.0,1.0,0.0,0.0
257,1891751,0.0,1.0,0.0,0.0
258,2955291,1.0,0.0,0.0,0.0
259,3047813,1.0,0.0,0.0,0.0
260,11636,0.0,0.0,1.0,0.0
261,1511895,1.0,0.0,0.0,0.0
262,93465,0.0,0.0,1.0,0.0
263,12639,0.0,0.0,1.0,0.0
264,3050344,0.0,0.0,1.0,0.0
265,197772,0.0,1.0,0.0,0.0
266,3047842,1.0,0.0,0.0,0.0
267,3047720,1.0,0.0,0.0,0.0
268,3050320,0.0,0.0,1.0,0.0
269,3050342,1.0,0.0,0.0,0.0
270,3050287,0.0,0.0,1.0,0.0
271,70793,0.0,1.0,0.0,0.0
272,3048151,0.0,1.0,0.0,0.0
273,3048447,1.0,0.0,0.0,0.0
274,3047743,0.0,1.0,0.0,0.0
275,3048158,1.0,0.0,0.0,0.0
276,2810457,0.0,1.0,0.0,0.0
277,3048448,1.0,0.0,0.0,0.0
278,190064,0.0,0.0,1.0,0.0
279,1985367 ,0.0,1.0,0.0,0.0
280,Not found,,,,
281,2766787,0.0,1.0,0.0,0.0
282,2844804,0.0,1.0,0.0,0.0
283,190061,0.0,0.0,1.0,0.0
284,548681,,,,
285,10535,0.0,0.0,1.0,0.0
286,3047384,0.0,0.0,1.0,0.0
287,39725,0.0,1.0,0.0,0.0
288,39725,0.0,1.0,0.0,0.0
289,39725,0.0,1.0,0.0,0.0
290,1221219,1.0,0.0,0.0,0.0
291,39725,0.0,1.0,0.0,0.0
292,39725,0.0,1.0,0.0,0.0
293,39725,0.0,1.0,0.0,0.0
294,39725,0.0,1.0,0.0,0.0
295,39725,0.0,1.0,0.0,0.0
296,39725,0.0,1.0,0.0,0.0
297,39725,0.0,1.0,0.0,0.0
298,39725,0.0,1.0,0.0,0.0
299,39725,0.0,1.0,0.0,0.0
300,39725,0.0,1.0,0.0,0.0
301,142661,1.0,0.0,0.0,0.0
302,39725,0.0,1.0,0.0,0.0
303,349370,1.0,0.0,0.0,0.0
304,39725,0.0,1.0,0.0,0.0
305,39725,0.0,1.0,0.0,0.0
306,39725,0.0,1.0,0.0,0.0
307,36362,0.0,1.0,0.0,0.0
308,10261,0.0,0.0,1.0,0.0
309,130328,0.0,0.0,1.0,0.0
310,2671518,0.0,0.0,1.0,0.0
311,2217649,0.0,0.0,1.0,0.0
312,1301246,0.0,0.0,1.0,0.0
313,2671519,0.0,0.0,1.0,0.0
314,1897654,0.0,1.0,0.0,0.0
315,352474,0.0,1.0,0.0,0.0
316,11034,1.0,0.0,0.0,0.0
317,1891747,0.0,1.0,0.0,0.0
318,691956,0.0,1.0,0.0,0.0
319,3047561,1.0,0.0,0.0,0.0
320,3047385,1.0,0.0,0.0,0.0
321,1911231,0.0,0.0,1.0,0.0
322,3051983,1.0,0.0,0.0,0.0
323,3250174,0.0,0.0,1.0,0.0
324,2832629,0.0,0.0,1.0,0.0
325,1354736,0.0,0.0,1.0,0.0
326,28875,0.0,0.0,1.0,0.0
327,3242737,0.0,1.0,0.0,0.0
328,298333,0.0,0.0,1.0,0.0
329,1928336,0.0,0.0,1.0,0.0
330,1914440,0.0,1.0,0.0,0.0
331,70796,0.0,1.0,0.0,0.0
332,1354735,0.0,1.0,0.0,0.0
333,3048443,1.0,0.0,0.0,0.0
334,3080522,0.0,0.0,1.0,0.0
335,3233541,0.0,0.0,1.0,0.0
336,908207,0.0,1.0,0.0,0.0
337,1678144,1.0,0.0,0.0,0.0
338,2699166,1.0,0.0,0.0,0.0
339,28295,0.0,0.0,1.0,0.0
340,3163392,0.0,1.0,0.0,0.0
341,2809560,0.0,1.0,0.0,0.0
342,2569971,,,,
343,3138950,,,,
344,3138951,,,,
345,3042447,1.0,0.0,0.0,0.0
346,2963861,,,,
347,3138952,,,,
348,2874383,0.0,0.0,1.0,0.0
349,1964372,1.0,0.0,0.0,0.0
350,2748378,,,,
351,1608440,,,,
352,3138953,,,,
353,3049970,0.0,0.0,1.0,0.0
354,3049969,0.0,0.0,1.0,0.0
355,3155980,0.0,1.0,0.0,0.0
356,3155981,1.0,0.0,0.0,0.0
357,3155982,0.0,1.0,0.0,0.0
358,3153733,0.0,0.0,1.0,0.0
359,3153734,0.0,0.0,1.0,0.0
360,1649337,0.0,0.0,1.0,0.0
361,2910303,0.0,1.0,0.0,0.0
362,68887,0.0,1.0,0.0,0.0
363,3138814,1.0,0.0,0.0,0.0
364,3138815,1.0,0.0,0.0,0.0
365,3117183,1.0,0.0,0.0,0.0
366,3117122,1.0,0.0,0.0,0.0
367,3117181,1.0,0.0,0.0,0.0
368,3117180,1.0,0.0,0.0,0.0
369,3117225,1.0,0.0,0.0,0.0
370,3117115,1.0,0.0,0.0,0.0
371,3117116,1.0,0.0,0.0,0.0
372,3116695,0.0,0.0,1.0,0.0
373,3117070,1.0,0.0,0.0,0.0
374,3117217,1.0,0.0,0.0,0.0
375,3115873,0.0,0.0,1.0,0.0
376,3117216,1.0,0.0,0.0,0.0
377,3117185,1.0,0.0,0.0,0.0
378,3117261,0.0,1.0,0.0,0.0
379,3117098,1.0,0.0,0.0,0.0
380,3117270,0.0,1.0,0.0,0.0
381,3117034,1.0,0.0,0.0,0.0
382,3117208,1.0,0.0,0.0,0.0
383,3117119,1.0,0.0,0.0,0.0
384,3117160,1.0,0.0,0.0,0.0
385,3117078,1.0,0.0,0.0,0.0
386,3117230,0.0,1.0,0.0,0.0
387,3117121,1.0,0.0,0.0,0.0
388,3116987,0.0,1.0,0.0,0.0
389,3117282,0.0,1.0,0.0,0.0
390,3117226,1.0,0.0,0.0,0.0
391,3117037,1.0,0.0,0.0,0.0
392,3117117,1.0,0.0,0.0,0.0
393,3117099,1.0,0.0,0.0,0.0
394,3117064,1.0,0.0,0.0,0.0
395,3117178,1.0,0.0,0.0,0.0
396,3117100,1.0,0.0,0.0,0.0
397,3115994,0.0,1.0,0.0,0.0
398,3117179,1.0,0.0,0.0,0.0
399,3117080,1.0,0.0,0.0,0.0
400,3117036,1.0,0.0,0.0,0.0
401,3117039,1.0,0.0,0.0,0.0
402,3117274,0.0,1.0,0.0,0.0
403,3117182,1.0,0.0,0.0,0.0
404,3115989,0.0,1.0,0.0,0.0
405,3116726,,,,
406,3116978,0.0,1.0,0.0,0.0
407,3117038,1.0,0.0,0.0,0.0
408,3117279,0.0,1.0,0.0,0.0
409,3117280,0.0,1.0,0.0,0.0
410,3116679,,,,
411,3117081,1.0,0.0,0.0,0.0
412,3116680,,,,
413,3115938,0.0,0.0,0.0,0.0
414,3117184,1.0,0.0,0.0,0.0
415,3117118,1.0,0.0,0.0,0.0
416,3117207,1.0,0.0,0.0,0.0
417,3117231,0.0,1.0,0.0,0.0
418,3117079,1.0,0.0,0.0,0.0
419,3117206,1.0,0.0,0.0,0.0
420,3117276,0.0,1.0,0.0,0.0
421,3117287,0.0,1.0,0.0,0.0
422,3117269,0.0,1.0,0.0,0.0
423,3117205,1.0,0.0,0.0,0.0
424,3115995,0.0,1.0,0.0,0.0
425,3117175,1.0,0.0,0.0,0.0
426,3134257,0.0,0.0,1.0,0.0
427,1702318,0.0,1.0,0.0,0.0
428,44088,0.0,0.0,1.0,0.0
429,3134033,0.0,0.0,1.0,0.0
430,3129245,0.0,0.0,1.0,0.0
431,3129244,0.0,0.0,1.0,0.0
432,3127497,0.0,1.0,0.0,0.0
433,3127498,0.0,1.0,0.0,0.0
434,3127499,0.0,1.0,0.0,0.0
435,3127500,0.0,1.0,0.0,0.0
436,3127501,0.0,1.0,0.0,0.0
437,3127502,0.0,1.0,0.0,0.0
438,11961,0.0,1.0,0.0,0.0
439,928291,0.0,1.0,0.0,0.0
440,3079711,0.0,1.0,0.0,0.0
441,2875327,0.0,0.0,1.0,0.0
442,3112648,,,,
443,3112649,,,,
444,3112650,,,,
445,3112651,,,,
446,3112652,,,,
447,3112653,,,,
448,3112654,,,,
449,3112655,,,,
450,3112656,,,,
451,3112657,,,,
452,3112658,,,,
453,3112659,,,,
454,3112660,,,,
455,3112661,,,,
456,3112662,,,,
457,3112663,,,,
458,3112664,,,,
459,3112667,,,,
460,3112675,,,,
461,3112676,,,,
462,3112677,,,,
463,3112678,,,,
464,3112679,,,,
465,3112680,,,,
466,3112681,,,,
467,3112682,,,,
468,3112683,,,,
469,3112684,,,,
470,3112685,0.0,1.0,0.0,0.0
471,3112686,0.0,1.0,0.0,0.0
472,3112687,0.0,1.0,0.0,0.0
473,3112688,,,,
474,3112689,,,,
475,3112690,,,,
476,3112691,,,,
477,3118410,1.0,0.0,0.0,0.0
478,3064243,0.0,0.0,1.0,0.0
479,Not found,,,,
480,1239439,0.0,1.0,0.0,0.0
481,2163008,0.0,0.0,1.0,0.0
482,3113012,0.0,1.0,0.0,0.0
483,3112618,0.0,1.0,0.0,0.0
484,2202624,1.0,0.0,0.0,0.0
485,1517684,0.0,1.0,0.0,0.0
486,11309,0.0,0.0,1.0,0.0
487,3104762,0.0,1.0,0.0,0.0
488,3104763,1.0,0.0,0.0,0.0
489,3104764,1.0,0.0,0.0,0.0
490,3104765,1.0,0.0,0.0,0.0
491,3106067,0.0,1.0,0.0,0.0
492,3106068,0.0,1.0,0.0,0.0
493,3077354,0.0,1.0,0.0,0.0
494,1987106,1.0,0.0,0.0,0.0
495,2809444,0.0,1.0,0.0,0.0
496,3085107,0.0,1.0,0.0,0.0
497,3085108,0.0,1.0,0.0,0.0
498,1891746,0.0,1.0,0.0,0.0
499,3090915,1.0,0.0,0.0,0.0
500,3090916,1.0,0.0,0.0,0.0
501,3090917,1.0,0.0,0.0,0.0
502,3085222,1.0,0.0,0.0,0.0
503,3085220,1.0,0.0,0.0,0.0
504,3085221,1.0,0.0,0.0,0.0
505,3085223,1.0,0.0,0.0,0.0
506,2844802,0.0,1.0,0.0,0.0
507,3042372,0.0,0.0,1.0,0.0
508,336959,0.0,1.0,0.0,0.0
509,3080879,0.0,1.0,0.0,0.0
510,3077833,0.0,0.0,1.0,0.0
511,3074439,0.0,0.0,1.0,0.0
512,3074466,0.0,1.0,0.0,0.0
513,3073259,0.0,0.0,1.0,0.0
514,2809412,0.0,1.0,0.0,0.0
515,3069714,0.0,1.0,0.0,0.0
516,2874388,0.0,1.0,0.0,0.0
517,2992309,0.0,0.0,1.0,0.0
518,3062345,1.0,0.0,0.0,0.0
519,3062346,1.0,0.0,0.0,0.0
520,3062347,1.0,0.0,0.0,0.0
521,2962496,0.0,1.0,0.0,0.0
522,643132,1.0,0.0,0.0,0.0
523,3052416,0.0,1.0,0.0,0.0
524,3051319,0.0,1.0,0.0,0.0
525,2717633,0.0,0.0,1.0,0.0
526,2928393,0.0,0.0,1.0,0.0
527,2794570,1.0,0.0,0.0,0.0
528,3042376,0.0,0.0,1.0,0.0
529,3042448,1.0,0.0,0.0,0.0
530,3042449,0.0,1.0,0.0,0.0
531,2809295,1.0,0.0,0.0,0.0
532,2844803,0.0,1.0,0.0,0.0
533,11021,1.0,0.0,0.0,0.0
534,3040023,0.0,0.0,1.0,0.0
535,2585031,,,,
536,3031139,0.0,0.0,1.0,0.0
537,3031140,0.0,0.0,1.0,0.0
538,3031141,0.0,0.0,1.0,0.0
539,104388,0.0,0.0,1.0,0.0
540,3029445,1.0,0.0,0.0,0.0
541,2593122,,,,
542,3019552,0.0,1.0,0.0,0.0
543,3052381,0.0,1.0,0.0,0.0
544,3021812,0.0,1.0,0.0,0.0
545,3004181,1.0,0.0,0.0,0.0
546,3004182,1.0,0.0,0.0,0.0
547,2996228,1.0,0.0,0.0,0.0
548,2996223,0.0,1.0,0.0,0.0
549,2996224,1.0,0.0,0.0,0.0
550,2996209,0.0,1.0,0.0,0.0
551,2996208,0.0,1.0,0.0,0.0
552,2996214,0.0,1.0,0.0,0.0
553,2996215,0.0,1.0,0.0,0.0
554,2996213,0.0,1.0,0.0,0.0
555,2996226,1.0,0.0,0.0,0.0
556,2996219,0.0,1.0,0.0,0.0
557,2996216,0.0,1.0,0.0,0.0
558,2996211,0.0,1.0,0.0,0.0
559,2996210,0.0,1.0,0.0,0.0
560,2996207,0.0,1.0,0.0,0.0
561,2996218,0.0,1.0,0.0,0.0
562,2996212,0.0,1.0,0.0,0.0
563,2996227,1.0,0.0,0.0,0.0
564,2996217,0.0,1.0,0.0,0.0
565,2996225,1.0,0.0,0.0,0.0
566,2996221,0.0,1.0,0.0,0.0
567,2996220,0.0,1.0,0.0,0.0
568,11886,0.0,1.0,0.0,0.0
569,2956479,0.0,0.0,1.0,0.0
570,2956481,0.0,0.0,1.0,0.0
571,2986276,0.0,1.0,0.0,0.0
572,2875326,1.0,0.0,0.0,0.0
573,2874139,0.0,0.0,1.0,0.0
574,2928890,1.0,0.0,0.0,0.0
575,2809168,0.0,1.0,0.0,0.0
576,2994410,1.0,0.0,0.0,0.0
577,644610,0.0,0.0,1.0,0.0
578,2992313,0.0,1.0,0.0,0.0
579,2987487,0.0,1.0,0.0,0.0
580,2942216,0.0,1.0,0.0,0.0
581,1294098,0.0,0.0,1.0,0.0
582,2986032,0.0,1.0,0.0,0.0
583,2986033,0.0,1.0,0.0,0.0
584,2986034,0.0,1.0,0.0,0.0
585,2986035,0.0,1.0,0.0,0.0
586,2985990,,,,
587,2985991,,,,
588,2985992,,,,
589,2985993,,,,
590,2985994,,,,
591,2985995,,,,
592,2985996,,,,
593,2985997,,,,
594,2985998,,,,
595,2985999,,,,
596,2986000,,,,
597,2986001,,,,
598,2986002,,,,
599,2986003,,,,
600,2986004,,,,
601,2986005,,,,
602,2986006,,,,
603,2986007,,,,
604,2986008,,,,
605,2986009,,,,
606,2986010,,,,
607,2986011,,,,
608,2986012,,,,
609,2986013,,,,
610,2986014,,,,
611,2986015,,,,
612,2986016,,,,
613,2986017,,,,
614,2986018,,,,
615,2986019,,,,
616,2986020,,,,
617,2986021,,,,
618,2986022,,,,
619,2986023,,,,
620,2986024,,,,
621,2986025,,,,
622,2986026,,,,
623,2986027,,,,
624,2986028,,,,
625,2986029,,,,
626,2986030,,,,
627,2983543,1.0,0.0,0.0,0.0
628,2748958,0.0,1.0,0.0,0.0
629,2982300,0.0,0.0,1.0,0.0
630,2976936,0.0,1.0,0.0,0.0
631,2976362,0.0,1.0,0.0,0.0
632,2875246,0.0,0.0,1.0,0.0
633,2875244,0.0,0.0,1.0,0.0
634,2875245,0.0,0.0,1.0,0.0
635,928292,0.0,1.0,0.0,0.0
636,1239438,0.0,1.0,0.0,0.0
637,2585114,0.0,1.0,0.0,0.0
638,2963835,0.0,0.0,1.0,0.0
639,2862777,0.0,0.0,1.0,0.0
640,2855326,0.0,1.0,0.0,0.0
641,1972696,0.0,0.0,1.0,0.0
642,2936950,0.0,1.0,0.0,0.0
643,2936980,0.0,0.0,1.0,0.0
644,2936979,0.0,1.0,0.0,0.0
